,Wi,Xi,Yi,Ti,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11
51,(7+0j),(-85.39223841102954+0j),(-27.79721493376525+0j),(6+0j),(-9.211850971980565-1.5854607419333777j),(-4.176416546987586+7.195808775698844j),(-1.8914530137706174-14.398375833810437j),(20.854910600447653+5.454071777453022j),(6.431776879913446+3.906462546080384j),(9.251793638180832-10.633207727848626j),(2.9131033255881955+10.917742875033628j),(7.301442926713549-2.699752556086601j),(-3.697017427735499-8.572610852304276j),(8.52582983358377+1.0881028157398058j),(-4.290086849805204+0.9805221700313592j),(2.689585002739261-11.15711198830962j)
52,(3+0j),(61.42600117771473+0j),(99.25440143851544+0j),(4+0j),(17.425956236633183-15.904885385175103j),(12.634310057399166+5.704173923659466j),(5.449364236075303-15.693559744687548j),(-9.75849839258546+6.776030038453031j),(-2.1393130848335686-25.944613566173j),(-6.360679783650798-6.0931556890275544j),(-9.902495949429222-0.7919781989925813j),(0.01911027459555603+18.941529002839793j),(-21.477078477432396+4.087674751088212j),(-17.59005888122304-0.1702023592526884j),(-7.303886120587942-1.6213706412891473j),(-11.552799801495514+17.35853312748223j)
53,(6+0j),(-52.2268226014465+0j),(1.7274277332037729+0j),(2+0j),(-0.6733640856670475-13.034016938707527j),(-20.968333694995597+5.93369499107324j),(-0.3665622843771732+2.831428971663574j),(-3.1266758691363576+8.060911780346382j),(-4.250622906533358+2.035253093575777j),(-2.1835745645352738+7.736451168773671j),(-9.872234835119157-0.9223462225087663j),(-4.693626189888479+10.769738911866293j),(7.701193629062234+5.672720869175682j),(0.5733520298699086+5.908157720684189j),(-2.1126546430375486-10.838297276054792j),(-4.914253509530536+19.42412924003345j)
54,(4+0j),(156.5827783747524+0j),(15.69371840538795+0j),(1+0j),(5.720158416926963-3.655288949551233j),(-17.48279287187843-0.34222976453054554j),(-12.990759642843003+8.43794066096087j),(3.2600736552844904-7.123055468882607j),(-2.611426648733646+2.8156781788297565j),(-1.4316665987396209+4.647183261181855j),(0.6256341508827088-10.177615261026126j),(2.6645480407357174-2.9685154252888957j),(3.864245870626914-16.5414722517719j),(-5.136126520598974+2.5214377694610164j),(-4.0222736125213245-10.888035355433976j),(2.7611781365658827+3.966725981955807j)
55,(6+0j),(-33.05728094841646+0j),(179.60521758518385+0j),(7+0j),(-8.294237839154254+2.762653913342854j),(9.60302996398381+17.0431321457163j),(-12.373696229929543-3.179544133434698j),(-3.1626226809241826+3.0320038034370893j),(2.0600821477562485+2.1103544675457804j),(-3.000972217678795-7.486179348374441j),(-14.168575552463711-5.482620053347834j),(15.156564782811397+15.223307492711623j),(11.975112745030852+21.701503541939708j),(8.89610493746699-6.411817582931761j),(1.610841120356724-16.44724292902197j),(2.698494341875956+12.885532498750592j)
56,(6+0j),(-65.29534029226902+0j),(28.92729798174357+0j),(4+0j),(11.924146155062353+4.240665576391124j),(5.422001113815873+8.444175364734047j),(-14.678483053995857+7.144139156907387j),(-5.684928962040841-14.936917047993505j),(-10.03527423659147-9.266170623165342j),(-3.4618366283807127-2.635203453983181j),(-13.026418708267709-0.5682030344498195j),(-6.990082699646708-7.0226933976869j),(-9.1630504086468-2.6519134571608296j),(18.50243249644963-2.6601611179007687j),(-6.977915946615542+3.923138247042275j),(0.11207426712688032+13.913277146556169j)
57,(6+0j),(66.80296236499302+0j),(21.139362636504764+0j),(10+0j),(-8.450832596190066-8.527138481993383j),(-2.819243748180045-0.46959114453276946j),(-14.116428266753045+1.3882274406587511j),(-11.201116385920713-2.205109375946069j),(-5.796616621172702+0.23412773307329532j),(12.671370664019792+2.8622790151461874j),(-2.2037548932483944-6.556293051894826j),(4.649428573511238-7.127605313165562j),(16.74002601998926+7.708384115254637j),(16.980264431751124-5.005774775337406j),(-10.20448841378247+4.530403097112917j),(-3.7412251756448365+16.358067781831956j)
58,(6+0j),(10.665608390570167+0j),(207.8451961545503+0j),(5+0j),(-3.812968208711145-4.4336971639174525j),(-2.090042467708929-8.65297493726811j),(-3.4859508869140776-7.296815535333314j),(-17.141681565455393+5.366077259157162j),(7.2345915392738664-7.782960962623213j),(-0.08706849057693875+1.4066108929304555j),(19.857032737926403-6.952051027181999j),(-1.213237851797059+9.332686379014195j),(-3.4641902096862465-4.4031297416101j),(-10.330379218386787-5.099150774824168j),(17.387626363118994+9.085831498182092j),(15.171462451020156-7.793789910930602j)
59,(4+0j),(-154.1473242663534+0j),(-173.70413908036238+0j),(1+0j),(-3.7339760021960973-3.4553971317282435j),(10.859329259910307+13.155134772840356j),(2.442470888657016-24.154168080648883j),(-1.464249827888707+3.655431871607216j),(-19.14632822719797+3.77718508195287j),(-6.890414264652804+28.13205706147782j),(-2.999600617550761+0.5675625086646461j),(-5.90647748562326-18.05873520658324j),(5.142281506041271-7.0050137978568605j),(-5.947504113051258-4.268431445292942j),(1.611011430864389+16.37177538580975j),(-18.965290249347046-8.588451379989102j)
60,(3+0j),(12.149015428946946+0j),(158.7015802872682+0j),(1+0j),(-3.443282506835847+6.770802121606067j),(-3.7908869688448537+6.689030643019348j),(-8.902165493775874+6.62350446403223j),(10.936021762795585-10.48831734531298j),(2.9760316551237804+6.1316401998233765j),(-12.913094632744873+1.610838576502158j),(-7.339343017608037-11.229422630087987j),(-5.159603856102576-2.0884627404611553j),(-13.841995830432055-5.677614270244701j),(-19.53056685546486+21.514524002626466j),(-11.423135576723508+4.238368458535608j),(-19.320802585404277-0.5123746257132388j)
61,(3+0j),(119.5932389175814+0j),(127.73380008622597+0j),(5+0j),(0.14332748466969578-17.09699363685464j),(1.5625079947498892-1.1606008462159787j),(0.5534024951354437-3.27815438194712j),(-12.370745248297526+7.47864071125833j),(5.979085132915561-12.860680199097834j),(-8.388320350286062+4.25219404134296j),(-9.950040980241027-0.6304527373892764j),(2.810410862105133+6.239103101391795j),(-10.539732998007345-21.327501594383627j),(-4.324094118184988+5.0675291594305385j),(1.1848854829125672-3.021201403413809j),(5.524442706478448-8.015942603761403j)
62,(7+0j),(104.38122768030182+0j),(-114.83723565239687+0j),(6+0j),(4.248482649818552+22.64190246389974j),(7.067880932354629-9.222329001519613j),(-4.887066333406205-14.202940055226367j),(0.6514171725150228-0.7521801850557046j),(6.660053612342123+9.781838580125623j),(-3.8085166576503644-6.207870289217955j),(16.16135241616264+1.5601002079692616j),(5.94602230902151+6.076095429640437j),(10.796188708444026-9.22519664213194j),(0.8860446620774425-11.403437199048078j),(10.2452782408727-6.583718203654417j),(5.712882229844523-22.51059952793661j)
63,(4+0j),(180.16086491308516+0j),(-154.52375496390994+0j),(9+0j),(13.944107166169864-7.680607141484144j),(-9.170553029732256+1.7069133705380921j),(12.255386472450416+1.889042195723685j),(-5.0234628421387-11.754144492449871j),(-16.435453728527097-18.431898577864946j),(4.333522472557583-4.487362985492861j),(-2.269374548421338-12.504133144976986j),(17.216647910879196+17.158719519764702j),(-7.953926303735011-12.128204112232853j),(-23.558969295187516-4.5365442596752j),(3.614466373382352-3.32825881698119j),(-6.833553848468018+2.3354018339322997j)
64,(6+0j),(-38.393311904907726+0j),(144.14511869608268+0j),(2+0j),(-2.910190620879374-5.778156449759059j),(-1.2446693951734575-8.30318682878072j),(2.5204714212391464+13.483975485071058j),(-2.6666154797303436-25.828210438016903j),(-15.727578153767825-5.3326215890641695j),(-14.992421774762745+12.538211756713714j),(3.336737657973928+4.419278361743311j),(-5.012008204472317-12.798744504454884j),(-4.505233381540748-5.999466895442608j),(10.957198227700166+18.46080245286322j),(-7.271669870280771-3.407555159531947j),(-11.02962381401412+1.9994386224658065j)
65,(6+0j),(29.174425797032722+0j),(-85.67076952080616+0j),(7+0j),(-1.7687598537024574+19.55402781673544j),(-14.537414507785327+9.090406560721501j),(-24.754318084342692-1.69823884494237j),(-8.500147363941947+1.809374262952172j),(5.159541766292527+1.4552998018327807j),(-17.55130445808142+2.026407692118875j),(0.1981754400912565-0.975728078134199j),(-3.783313137354502+8.405817310925647j),(7.836853216090835-6.000204749030305j),(4.208954964896872-4.432374042537083j),(-6.23426436468659+1.1840170296400157j),(-0.11832311483310137-8.141165986415936j)
66,(4+0j),(170.93678427923723+0j),(-163.99016944757898+0j),(10+0j),(-16.43390241388238+3.5965117400256656j),(0.9469478071932527+3.6168738273360064j),(-12.203597301109511-3.503122459573917j),(-1.8782595348497404+1.6948713932678683j),(-10.629950948501365-6.621956235880855j),(-2.80904820816537-0.5999528937298553j),(2.6729998934072667-13.267206295402902j),(-12.677991685296707+11.98416458957152j),(14.767798920457938+9.776108644570972j),(4.230016273851844+18.94932653940098j),(4.607936017437068+8.210162183821275j),(5.870273681101317-4.688941312175139j)
67,(7+0j),(11.488177421574013+0j),(-26.745580469096797+0j),(3+0j),(-2.2714292034297316+4.09206053481584j),(0.16277209489132144-5.353779036331434j),(11.67686615449393-3.3702345422991655j),(-23.69005399435607+8.462177857563969j),(2.3228242924501354-6.258869285037392j),(-7.080960060585109+6.125367502421094j),(15.364445685908281+14.301179985214185j),(-14.348031450308392+4.899077327285004j),(4.89761760406908+3.3361992755964116j),(8.433783706260758-9.027081609659291j),(14.277084608909556-10.245262474033419j),(3.269620153794791+20.73513304941261j)
68,(7+0j),(71.64272042808206+0j),(5.436551295190349+0j),(1+0j),(-7.880766770875871-7.922459244809964j),(-4.695215551496857+19.140302660251717j),(19.701802733947698+10.931666955320177j),(23.596713746037587-5.840938408289449j),(-12.864033884624128-11.307984027297513j),(10.192143670251792-15.043181611169082j),(-13.268973824254815-6.393298294215139j),(1.5376116597507625-4.082922532214817j),(5.522803783751888+7.046874946821919j),(-13.85805496804187+8.380621775186052j),(7.348213848802717+5.1661223463577475j),(16.29856403038384-4.6451887266402005j)
69,(5+0j),(-77.33922959866548+0j),(46.85551700754376+0j),(2+0j),(6.590492899922898-15.993852309491922j),(16.42837951207655+14.353459002703273j),(-6.0368008415075325-3.0623279115970403j),(-23.693982468343275-5.837044724617812j),(-18.761482318822374-7.033660957737265j),(-19.74023183603014-8.72331188694585j),(-0.1337410660636269+5.051387745511735j),(4.624285329035361-5.469410168579994j),(6.59858013592431-4.750976075008454j),(-2.0999799127627967+2.0249835022138174j),(-20.66516420104221-3.790335798906932j),(-13.947407289730133-17.014396368681062j)
70,(7+0j),(-12.597584217787283+0j),(60.11255500328425+0j),(6+0j),(-8.34068803979042-7.299025598375199j),(-10.881565416807916+9.291208744927683j),(14.498648998819913+0.13854920023310466j),(-3.525366680250608-8.229382604727732j),(-4.7535262424075455-13.614928966721912j),(1.1765471395841323+20.478364401966505j),(3.366568596872677+1.7281679307071232j),(-8.764744059349482-0.3289487917621078j),(-2.869430789965077-6.175136404770054j),(-10.761466439133532+8.229514291996631j),(-3.0326963399772255-5.800103081729121j),(1.9696796386300186+12.093962588902052j)
71,(6+0j),(-30.954027172753033+0j),(18.600752223061942+0j),(2+0j),(-11.19418707607592-2.623325763364201j),(-6.860803997896225-11.37964545679859j),(-3.728721007483137-14.350970963617582j),(-3.008234782025907-8.912713740992812j),(4.507700077994178+4.469709801088443j),(-11.973790012771978+5.009191277721929j),(10.787994856681353-6.104516257247652j),(-13.23985958129845+19.726574481481777j),(-10.050379770492977-17.604540922018664j),(4.777661606067728+10.669584024735343j),(10.188640122660237+1.6956406806984j),(-0.8071833461199771+12.0200482072188j)
72,(5+0j),(-18.675228159518227+0j),(-153.53719747544974+0j),(7+0j),(11.667241336111985-13.654859914510942j),(3.727692749269727-19.9654256454719j),(-2.0468090549778197+12.404877082917828j),(-8.82089375414089-5.590729404202149j),(-2.8158339762172706+3.8616978410104528j),(2.010805379203873-5.668060631828639j),(-0.3916494827821173-11.954979794746075j),(11.857717748156107-12.889684935825743j),(1.4307467035698664-0.4214776921630812j),(-19.123120093891067-6.432978696467569j),(-21.33852226625168-2.816769481141403j),(3.7395642037882038+9.708369448106344j)
73,(6+0j),(-26.153311337798492+0j),(93.22601043151455+0j),(8+0j),(-10.208484923909872-11.766053737116938j),(8.887532407873168+6.8215081036554395j),(5.452083442234951+13.157022305606851j),(12.050391343025309-10.447179441835415j),(-3.3980358466663714+11.176733496353453j),(-0.04048548303134858-17.441139516522423j),(-4.394922165854938+15.847806925445909j),(-13.998260093201083+14.564642003123698j),(1.2322133250536074+8.779871629631742j),(-6.9860844808736156+5.444156052933883j),(3.4300394436052124-0.7151567624854983j),(5.095323488410499-2.9145904275325965j)
74,(3+0j),(86.16416460831482+0j),(-71.81882595635501+0j),(11+0j),(15.221326604802945+5.900780232859609j),(-17.55826820081539+5.835405419036936j),(-4.152189062746196+24.260069261424974j),(18.250239213122047+11.974585672323826j),(-6.767337923660721+3.4680399582274712j),(7.386377725576264+1.0322104673192616j),(-5.976394822722543+11.180773311079829j),(15.439818747142755+14.892405588216551j),(-11.575343394705111+16.15450384205954j),(-7.812063166619589-2.250876805142481j),(11.837163563817173+3.6776290978996693j),(-2.758253358156109-6.233382043961893j)
75,(5+0j),(-34.00791077945817+0j),(54.45547926711988+0j),(5+0j),(14.45902378462755-1.2843540546195533j),(-3.0813024836150267+5.454558268595809j),(8.315329576571239-0.7242568813083848j),(4.105054462840787-9.001416297454567j),(-16.34614959190185+11.50356261096645j),(4.7319708655369-9.413970801508253j),(-0.623473740213427+9.232045868177202j),(-17.386485310763074-0.4502154435674095j),(1.374309238130139-7.346682368007494j),(-3.852506965064564-15.171561381217092j),(3.225966131148707+3.978134819343961j),(1.5283106808938762+13.331132604824102j)
76,(6+0j),(90.64983783529365+0j),(43.93903656525352+0j),(5+0j),(2.0711454016396287-1.3145376340394428j),(-3.8180594684995257+3.209454174048196j),(-5.297802625998271+10.673938556008409j),(-4.451864471339936-0.28035836540029074j),(-3.3419114403742114-14.691853636115269j),(22.00220271260178-8.625358917926661j),(8.851049097359367+9.447351010716964j),(5.5428679131560346-3.1975693128542404j),(0.4906069213556575-15.193602104604514j),(-8.710069580262909-9.595882406887537j),(4.454667542262862+11.534941060996207j),(-1.666103866820874-7.035174003423769j)
77,(6+0j),(8.841374256093916+0j),(0.18318101317365793+0j),(5+0j),(0.5310211008547645+8.58670531339219j),(17.18294982637295+3.1204175539143924j),(9.63499127097103-8.26030876047631j),(-11.423609711452352+14.213048976181039j),(-3.350207458362708+5.214895895730432j),(-9.065519103748526-10.414932141204975j),(8.405548413588784+9.862142482075374j),(3.0978631011452755-16.036447649123843j),(-10.100915167824496-4.036286839375276j),(-9.404210548358233-12.969469745658298j),(7.470621965559187+1.7939749868095833j),(-10.774126101904296+6.3092934976663795j)
78,(3+0j),(-21.08751512421541+0j),(145.05822033489056+0j),(1+0j),(-1.5296361527884563-0.0053399285608304765j),(15.685409876205089-6.833821794521663j),(7.1231153917245145+22.698277750654846j),(-7.8270745928893+5.293981211571714j),(13.449820553689523-0.8932139381553952j),(11.415313856913016-4.766757107597895j),(1.5225435733240529-16.70130497402366j),(-7.929022771264972+4.545274376758309j),(-1.8667521907357552+1.3391101111149493j),(7.790236169262838+7.025336624676505j),(-17.044807749204857+0.9502893910509381j),(3.294434984320487+12.542175619433806j)
79,(5+0j),(18.721021745619723+0j),(-88.36490769998275+0j),(9+0j),(1.4887513246975728+16.815422430879615j),(1.6372999025477288+7.488080917674345j),(3.984995390384828-8.158750281008857j),(2.330581027478333+6.843674225734758j),(-9.46651407996298+11.585600763523773j),(-8.401994959131533+2.590741718739676j),(4.49317783462978-4.869806452575503j),(18.033683238854262-8.714406255247805j),(0.7738262701767896+1.8579782610074413j),(0.8960572249143852+16.74427143644777j),(-11.4571311797072+11.001361402840894j),(-2.483448877925158-4.703345218747041j)
80,(3+0j),(-142.03594783464234+0j),(68.4215038929573+0j),(10+0j),(4.824926286781573+1.8601201446429672j),(5.961917739855124+6.669403566843957j),(14.302621019103643+10.543234166536111j),(-0.5185132425349169+6.190646968620267j),(-4.09235033938198+22.530257111333132j),(9.283717461579272+0.29825123704737433j),(1.6463507528299899-5.088246160601136j),(-7.120907599034986+5.748179721201813j),(2.2354748054101434-7.4475960039005615j),(1.8374001727244524-16.707549247883733j),(3.971684368499417+18.687412614565137j),(4.591992382489617+15.488299429331892j)
81,(4+0j),(45.835490750484745+0j),(87.174353900939+0j),(4+0j),(-6.13442783002842-6.097373105415712j),(-5.912223499295931-15.259290922491953j),(8.513616671811125+6.871460975516033j),(-4.194038672883822-9.38964761678553j),(-16.08474270910395+7.16716874737387j),(-1.8082201612699114-14.516067403387208j),(-18.46980079322887-10.77475973326975j),(18.24250014883314-28.501749728334236j),(-5.5507018211152745+3.609221797253724j),(-4.242471062880159+10.923275242247623j),(11.581054338703836+4.159698388342149j),(2.27808878733672+2.070261239577007j)
